Sample,Repeat,Read_No
DMPX_BM1-N701-A-S505-A_S25_L001,46,73
DMPX_BM1-N701-A-S505-A_S25_L001,47,11
DMPX_BM1-N701-A-S505-A_S25_L001,48,3
DMPX_BM1-N701-A-S505-A_S25_L001,49,2
DMPX_BM1-N701-A-S505-A_S25_L001,50,2
DMPX_BM1-N701-A-S505-A_S25_L001,51,1
DMPX_BM1-N701-A-S505-A_S25_L001,52,3
DMPX_BM1-N701-A-S505-A_S25_L001,53,2
DMPX_BM1-N701-A-S505-A_S25_L001,54,0
DMPX_BM1-N701-A-S505-A_S25_L001,55,1
DMPX_BM1-N701-A-S505-A_S25_L001,56,0
DMPX_BM1-N701-A-S505-A_S25_L001,57,1
DMPX_BM1-N701-A-S505-A_S25_L001,58,1
DMPX_BM1-N701-A-S505-A_S25_L001,59,0
DMPX_BM1-N701-A-S505-A_S25_L001,60,0
DMPX_BM1-N701-A-S505-A_S25_L001,61,0
DMPX_BM1-N701-A-S505-A_S25_L001,62,1
DMPX_BM1-N701-A-S505-A_S25_L001,63,0
DMPX_BM1-N701-A-S505-A_S25_L001,64,2
DMPX_BM1-N701-A-S505-A_S25_L001,65,0
DMPX_BM1-N701-A-S505-A_S25_L001,66,0
DMPX_BM1-N701-A-S505-A_S25_L001,67,0
DMPX_BM1-N701-A-S505-A_S25_L001,68,1
DMPX_BM1-N701-A-S505-A_S25_L001,69,0
DMPX_BM1-N701-A-S505-A_S25_L001,70,0
DMPX_BM1-N701-A-S505-A_S25_L001,71,0
DMPX_BM1-N701-A-S505-A_S25_L001,72,0
DMPX_BM1-N701-A-S505-A_S25_L001,73,0
DMPX_BM1-N701-A-S505-A_S25_L001,74,1
DMPX_BM1-N701-A-S505-A_S25_L001,75,0
DMPX_BM1-N701-A-S505-A_S25_L001,76,0
DMPX_BM1-N701-A-S505-A_S25_L001,77,0
DMPX_BM1-N701-A-S505-A_S25_L001,78,0
DMPX_BM1-N701-A-S505-A_S25_L001,79,0
DMPX_BM1-N701-A-S505-A_S25_L001,80,0
DMPX_BM1-N701-A-S505-A_S25_L001,81,0
DMPX_BM1-N701-A-S505-A_S25_L001,82,0
DMPX_BM1-N701-A-S505-A_S25_L001,83,0
DMPX_BM1-N701-A-S505-A_S25_L001,84,0
DMPX_BM1-N701-A-S505-A_S25_L001,85,0
DMPX_BM1-N701-A-S505-A_S25_L001,86,0
DMPX_BM1-N701-A-S505-A_S25_L001,87,0
DMPX_BM1-N701-A-S505-A_S25_L001,88,0
DMPX_BM1-N701-A-S505-A_S25_L001,89,0
DMPX_BM1-N701-A-S505-A_S25_L001,90,1
DMPX_BM1-N701-A-S505-A_S25_L001,91,0
DMPX_BM1-N701-A-S505-A_S25_L001,92,0
DMPX_BM1-N701-A-S505-A_S25_L001,93,0
DMPX_BM1-N701-A-S505-A_S25_L001,94,0
DMPX_BM1-N701-A-S505-A_S25_L001,95,0
DMPX_BM1-N701-A-S505-A_S25_L001,96,0
DMPX_BM1-N701-A-S505-A_S25_L001,97,0
DMPX_BM1-N701-A-S505-A_S25_L001,98,0
DMPX_BM1-N701-A-S505-A_S25_L001,99,0
DMPX_BM1-N701-A-S505-A_S25_L001,100,0
DMPX_BM1-N701-A-S505-A_S25_L001,101,0
DMPX_BM1-N701-A-S505-A_S25_L001,102,0
DMPX_BM1-N701-A-S505-A_S25_L001,103,0
DMPX_BM1-N701-A-S505-A_S25_L001,104,0
DMPX_BM1-N701-A-S505-A_S25_L001,105,0
DMPX_BM1-N701-A-S505-A_S25_L001,106,0
DMPX_BM1-N701-A-S505-A_S25_L001,107,0
DMPX_BM1-N701-A-S505-A_S25_L001,108,0
DMPX_BM1-N701-A-S505-A_S25_L001,109,0
DMPX_BM1-N701-A-S505-A_S25_L001,110,0
DMPX_BM1-N701-A-S505-A_S25_L001,111,0
DMPX_BM1-N701-A-S505-A_S25_L001,112,0
DMPX_BM1-N701-A-S505-A_S25_L001,113,0
DMPX_BM1-N701-A-S505-A_S25_L001,114,0
DMPX_BM1-N701-A-S505-A_S25_L001,115,0
DMPX_BM1-N701-A-S505-A_S25_L001,116,1
DMPX_BM1-N701-A-S505-A_S25_L001,117,0
DMPX_BM1-N701-A-S505-A_S25_L001,118,0
DMPX_BM1-N701-A-S505-A_S25_L001,119,0
DMPX_BM1-N701-A-S505-A_S25_L001,120,0
DMPX_BM1-N701-A-S505-A_S25_L001,121,0
DMPX_BM1-N701-A-S505-A_S25_L001,122,1
DMPX_BM1-N701-A-S505-A_S25_L001,123,0
DMPX_BM1-N701-A-S505-A_S25_L001,124,0
DMPX_BM1-N701-A-S505-A_S25_L001,125,0
DMPX_BM1-N701-A-S505-A_S25_L001,126,0
DMPX_BM1-N701-A-S505-A_S25_L001,127,0
DMPX_BM1-N701-A-S505-A_S25_L001,128,0
DMPX_BM1-N701-A-S505-A_S25_L001,129,0
DMPX_BM1-N701-A-S505-A_S25_L001,130,0
DMPX_BM1-N701-A-S505-A_S25_L001,131,0
DMPX_BM1-N701-A-S505-A_S25_L001,132,0
DMPX_BM1-N701-A-S505-A_S25_L001,133,0
DMPX_BM1-N701-A-S505-A_S25_L001,134,1
DMPX_BM1-N701-A-S505-A_S25_L001,135,0
DMPX_BM1-N701-A-S505-A_S25_L001,136,0
DMPX_BM1-N701-A-S505-A_S25_L001,137,0
DMPX_BM1-N701-A-S505-A_S25_L001,138,0
DMPX_BM1-N701-A-S505-A_S25_L001,139,0
DMPX_BM1-N701-A-S505-A_S25_L001,140,0
DMPX_BM1-N701-A-S505-A_S25_L001,141,0
DMPX_BM1-N701-A-S505-A_S25_L001,142,0
DMPX_BM1-N701-A-S505-A_S25_L001,143,0
DMPX_BM1-N701-A-S505-A_S25_L001,144,0
DMPX_BM1-N701-A-S505-A_S25_L001,145,0
DMPX_BM1-N701-A-S505-A_S25_L001,146,0
DMPX_BM1-N701-A-S505-A_S25_L001,147,0
DMPX_BM1-N701-A-S505-A_S25_L001,148,0
DMPX_BM1-N701-A-S505-A_S25_L001,149,0
DMPX_BM1-N701-A-S505-A_S25_L001,150,0
DMPX_BM1-N701-A-S505-A_S25_L001,151,0
DMPX_BM1-N701-A-S505-A_S25_L001,152,0
DMPX_BM1-N701-A-S505-A_S25_L001,153,0
DMPX_BM1-N701-A-S505-A_S25_L001,154,0
DMPX_BM1-N701-A-S505-A_S25_L001,155,0
DMPX_BM1-N701-A-S505-A_S25_L001,156,0
DMPX_BM1-N701-A-S505-A_S25_L001,157,0
DMPX_BM1-N701-A-S505-A_S25_L001,158,0
DMPX_BM1-N701-A-S505-A_S25_L001,159,0
DMPX_BM1-N701-A-S505-A_S25_L001,160,0
DMPX_BM1-N701-A-S505-A_S25_L001,161,0
DMPX_BM1-N701-A-S505-A_S25_L001,162,0
DMPX_BM1-N701-A-S505-A_S25_L001,163,0
DMPX_BM1-N701-A-S505-A_S25_L001,164,0
DMPX_BM1-N701-A-S505-A_S25_L001,165,0
DMPX_BM1-N701-A-S505-A_S25_L001,166,0
DMPX_BM1-N701-A-S505-A_S25_L001,167,0
DMPX_BM1-N701-A-S505-A_S25_L001,168,0
DMPX_BM1-N701-A-S505-A_S25_L001,169,0
DMPX_BM1-N701-A-S505-A_S25_L001,170,1
DMPX_BM1-N701-A-S505-A_S25_L001,171,0
DMPX_BM1-N701-A-S505-A_S25_L001,172,0
DMPX_BM1-N701-A-S505-A_S25_L001,173,0
DMPX_BM1-N701-A-S505-A_S25_L001,174,0
DMPX_BM1-N701-A-S505-A_S25_L001,175,1
DMPX_BM1-N701-A-S505-A_S25_L001,176,0
DMPX_BM1-N701-A-S505-A_S25_L001,177,0
DMPX_BM1-N701-A-S505-A_S25_L001,178,1
DMPX_BM1-N701-A-S505-A_S25_L001,179,0
DMPX_BM1-N701-A-S505-A_S25_L001,180,0
DMPX_BM1-N701-A-S505-A_S25_L001,181,0
DMPX_BM1-N701-A-S505-A_S25_L001,182,0
DMPX_BM1-N701-A-S505-A_S25_L001,183,0
DMPX_BM1-N701-A-S505-A_S25_L001,184,0
DMPX_BM1-N701-A-S505-A_S25_L001,185,0
DMPX_BM1-N701-A-S505-A_S25_L001,186,1
DMPX_BM1-N701-A-S505-A_S25_L001,187,0
DMPX_BM1-N701-A-S505-A_S25_L001,188,0
DMPX_BM1-N701-A-S505-A_S25_L001,189,0
DMPX_BM1-N701-A-S505-A_S25_L001,190,0
DMPX_BM1-N701-A-S505-A_S25_L001,191,0
DMPX_BM1-N701-A-S505-A_S25_L001,192,0
DMPX_BM1-N701-A-S505-A_S25_L001,193,0
DMPX_BM1-N701-A-S505-A_S25_L001,194,0
DMPX_BM1-N701-A-S505-A_S25_L001,195,0
DMPX_BM1-N701-A-S505-A_S25_L001,196,0
DMPX_BM1-N701-A-S505-A_S25_L001,197,0
DMPX_BM1-N701-A-S505-A_S25_L001,198,0
DMPX_BM1-N701-A-S505-A_S25_L001,199,0
DMPX_BM1-N701-A-S505-A_S25_L001,200,2
DMPX_BM1-N701-A-S506-A_S37_L001,1,0
DMPX_BM1-N701-A-S506-A_S37_L001,2,0
DMPX_BM1-N701-A-S506-A_S37_L001,3,1
DMPX_BM1-N701-A-S506-A_S37_L001,4,0
DMPX_BM1-N701-A-S506-A_S37_L001,5,1
DMPX_BM1-N701-A-S506-A_S37_L001,6,2
DMPX_BM1-N701-A-S506-A_S37_L001,7,2
DMPX_BM1-N701-A-S506-A_S37_L001,8,4
DMPX_BM1-N701-A-S506-A_S37_L001,9,6
DMPX_BM1-N701-A-S506-A_S37_L001,10,4
DMPX_BM1-N701-A-S506-A_S37_L001,11,3
DMPX_BM1-N701-A-S506-A_S37_L001,12,7
DMPX_BM1-N701-A-S506-A_S37_L001,13,10
DMPX_BM1-N701-A-S506-A_S37_L001,14,17
DMPX_BM1-N701-A-S506-A_S37_L001,15,27
DMPX_BM1-N701-A-S506-A_S37_L001,16,44
DMPX_BM1-N701-A-S506-A_S37_L001,17,114
DMPX_BM1-N701-A-S506-A_S37_L001,18,532
DMPX_BM1-N701-A-S506-A_S37_L001,19,2792
DMPX_BM1-N701-A-S506-A_S37_L001,20,10942
DMPX_BM1-N701-A-S506-A_S37_L001,21,190
DMPX_BM1-N701-A-S506-A_S37_L001,22,25
DMPX_BM1-N701-A-S506-A_S37_L001,23,11
DMPX_BM1-N701-A-S506-A_S37_L001,24,9
DMPX_BM1-N701-A-S506-A_S37_L001,25,7
DMPX_BM1-N701-A-S506-A_S37_L001,26,7
DMPX_BM1-N701-A-S506-A_S37_L001,27,14
DMPX_BM1-N701-A-S506-A_S37_L001,28,10
DMPX_BM1-N701-A-S506-A_S37_L001,29,12
DMPX_BM1-N701-A-S506-A_S37_L001,30,14
DMPX_BM1-N701-A-S506-A_S37_L001,31,10
DMPX_BM1-N701-A-S506-A_S37_L001,32,23
DMPX_BM1-N701-A-S506-A_S37_L001,33,12
DMPX_BM1-N701-A-S506-A_S37_L001,34,20
DMPX_BM1-N701-A-S506-A_S37_L001,35,26
DMPX_BM1-N701-A-S506-A_S37_L001,36,37
DMPX_BM1-N701-A-S506-A_S37_L001,37,36
DMPX_BM1-N701-A-S506-A_S37_L001,38,52
DMPX_BM1-N701-A-S506-A_S37_L001,39,65
DMPX_BM1-N701-A-S506-A_S37_L001,40,115
DMPX_BM1-N701-A-S506-A_S37_L001,41,171
DMPX_BM1-N701-A-S506-A_S37_L001,42,404
DMPX_BM1-N701-A-S506-A_S37_L001,43,1018
DMPX_BM1-N701-A-S506-A_S37_L001,44,2539
DMPX_BM1-N701-A-S506-A_S37_L001,45,5150
DMPX_BM1-N701-A-S506-A_S37_L001,46,7634
DMPX_BM1-N701-A-S506-A_S37_L001,47,3525
DMPX_BM1-N701-A-S506-A_S37_L001,48,1085
DMPX_BM1-N701-A-S506-A_S37_L001,49,414
DMPX_BM1-N701-A-S506-A_S37_L001,50,152
DMPX_BM1-N701-A-S506-A_S37_L001,51,57
DMPX_BM1-N701-A-S506-A_S37_L001,52,16
DMPX_BM1-N701-A-S506-A_S37_L001,53,1
DMPX_BM1-N701-A-S506-A_S37_L001,54,1
DMPX_BM1-N701-A-S506-A_S37_L001,55,1
DMPX_BM1-N701-A-S506-A_S37_L001,56,1
DMPX_BM1-N701-A-S506-A_S37_L001,57,0
DMPX_BM1-N701-A-S506-A_S37_L001,58,2
DMPX_BM1-N701-A-S506-A_S37_L001,59,3
DMPX_BM1-N701-A-S506-A_S37_L001,60,1
DMPX_BM1-N701-A-S506-A_S37_L001,61,0
DMPX_BM1-N701-A-S506-A_S37_L001,62,0
DMPX_BM1-N701-A-S506-A_S37_L001,63,0
DMPX_BM1-N701-A-S506-A_S37_L001,64,0
DMPX_BM1-N701-A-S506-A_S37_L001,65,0
DMPX_BM1-N701-A-S506-A_S37_L001,66,0
DMPX_BM1-N701-A-S506-A_S37_L001,67,0
DMPX_BM1-N701-A-S506-A_S37_L001,68,0
DMPX_BM1-N701-A-S506-A_S37_L001,69,0
DMPX_BM1-N701-A-S506-A_S37_L001,70,1
DMPX_BM1-N701-A-S506-A_S37_L001,71,0
DMPX_BM1-N701-A-S506-A_S37_L001,72,1
DMPX_BM1-N701-A-S506-A_S37_L001,73,0
DMPX_BM1-N701-A-S506-A_S37_L001,74,0
DMPX_BM1-N701-A-S506-A_S37_L001,75,0
DMPX_BM1-N701-A-S506-A_S37_L001,76,0
DMPX_BM1-N701-A-S506-A_S37_L001,77,0
DMPX_BM1-N701-A-S506-A_S37_L001,78,0
DMPX_BM1-N701-A-S506-A_S37_L001,79,0
DMPX_BM1-N701-A-S506-A_S37_L001,80,0
DMPX_BM1-N701-A-S506-A_S37_L001,81,0
DMPX_BM1-N701-A-S506-A_S37_L001,82,0
DMPX_BM1-N701-A-S506-A_S37_L001,83,0
DMPX_BM1-N701-A-S506-A_S37_L001,84,0
DMPX_BM1-N701-A-S506-A_S37_L001,85,0
DMPX_BM1-N701-A-S506-A_S37_L001,86,0
DMPX_BM1-N701-A-S506-A_S37_L001,87,0
DMPX_BM1-N701-A-S506-A_S37_L001,88,0
DMPX_BM1-N701-A-S506-A_S37_L001,89,0
DMPX_BM1-N701-A-S506-A_S37_L001,90,0
DMPX_BM1-N701-A-S506-A_S37_L001,91,0
DMPX_BM1-N701-A-S506-A_S37_L001,92,0
DMPX_BM1-N701-A-S506-A_S37_L001,93,0
DMPX_BM1-N701-A-S506-A_S37_L001,94,0
DMPX_BM1-N701-A-S506-A_S37_L001,95,0
DMPX_BM1-N701-A-S506-A_S37_L001,96,0
DMPX_BM1-N701-A-S506-A_S37_L001,97,0
DMPX_BM1-N701-A-S506-A_S37_L001,98,0
DMPX_BM1-N701-A-S506-A_S37_L001,99,0
DMPX_BM1-N701-A-S506-A_S37_L001,100,0
DMPX_BM1-N701-A-S506-A_S37_L001,101,0
DMPX_BM1-N701-A-S506-A_S37_L001,102,1
DMPX_BM1-N701-A-S506-A_S37_L001,103,0
DMPX_BM1-N701-A-S506-A_S37_L001,104,0
DMPX_BM1-N701-A-S506-A_S37_L001,105,0
DMPX_BM1-N701-A-S506-A_S37_L001,106,0
DMPX_BM1-N701-A-S506-A_S37_L001,107,0
DMPX_BM1-N701-A-S506-A_S37_L001,108,1
DMPX_BM1-N701-A-S506-A_S37_L001,109,0
DMPX_BM1-N701-A-S506-A_S37_L001,110,0
DMPX_BM1-N701-A-S506-A_S37_L001,111,0
DMPX_BM1-N701-A-S506-A_S37_L001,112,0
DMPX_BM1-N701-A-S506-A_S37_L001,113,0
DMPX_BM1-N701-A-S506-A_S37_L001,114,0
DMPX_BM1-N701-A-S506-A_S37_L001,115,0
DMPX_BM1-N701-A-S506-A_S37_L001,116,2
DMPX_BM1-N701-A-S506-A_S37_L001,117,0
DMPX_BM1-N701-A-S506-A_S37_L001,118,0
DMPX_BM1-N701-A-S506-A_S37_L001,119,0
DMPX_BM1-N701-A-S506-A_S37_L001,120,0
DMPX_BM1-N701-A-S506-A_S37_L001,121,0
DMPX_BM1-N701-A-S506-A_S37_L001,122,0
DMPX_BM1-N701-A-S506-A_S37_L001,123,0
DMPX_BM1-N701-A-S506-A_S37_L001,124,0
DMPX_BM1-N701-A-S506-A_S37_L001,125,0
DMPX_BM1-N701-A-S506-A_S37_L001,126,0
DMPX_BM1-N701-A-S506-A_S37_L001,127,0
DMPX_BM1-N701-A-S506-A_S37_L001,128,0
DMPX_BM1-N701-A-S506-A_S37_L001,129,0
DMPX_BM1-N701-A-S506-A_S37_L001,130,0
DMPX_BM1-N701-A-S506-A_S37_L001,131,0
DMPX_BM1-N701-A-S506-A_S37_L001,132,0
DMPX_BM1-N701-A-S506-A_S37_L001,133,0
DMPX_BM1-N701-A-S506-A_S37_L001,134,1
DMPX_BM1-N701-A-S506-A_S37_L001,135,0
DMPX_BM1-N701-A-S506-A_S37_L001,136,0
DMPX_BM1-N701-A-S506-A_S37_L001,137,0
DMPX_BM1-N701-A-S506-A_S37_L001,138,0
DMPX_BM1-N701-A-S506-A_S37_L001,139,0
DMPX_BM1-N701-A-S506-A_S37_L001,140,0
DMPX_BM1-N701-A-S506-A_S37_L001,141,0
DMPX_BM1-N701-A-S506-A_S37_L001,142,0
DMPX_BM1-N701-A-S506-A_S37_L001,143,0
DMPX_BM1-N701-A-S506-A_S37_L001,144,0
DMPX_BM1-N701-A-S506-A_S37_L001,145,0
DMPX_BM1-N701-A-S506-A_S37_L001,146,0
DMPX_BM1-N701-A-S506-A_S37_L001,147,0
DMPX_BM1-N701-A-S506-A_S37_L001,148,0
DMPX_BM1-N701-A-S506-A_S37_L001,149,0
DMPX_BM1-N701-A-S506-A_S37_L001,150,0
DMPX_BM1-N701-A-S506-A_S37_L001,151,0
DMPX_BM1-N701-A-S506-A_S37_L001,152,0
DMPX_BM1-N701-A-S506-A_S37_L001,153,0
DMPX_BM1-N701-A-S506-A_S37_L001,154,0
DMPX_BM1-N701-A-S506-A_S37_L001,155,0
DMPX_BM1-N701-A-S506-A_S37_L001,156,0
DMPX_BM1-N701-A-S506-A_S37_L001,157,0
DMPX_BM1-N701-A-S506-A_S37_L001,158,0
DMPX_BM1-N701-A-S506-A_S37_L001,159,0
DMPX_BM1-N701-A-S506-A_S37_L001,160,0
DMPX_BM1-N701-A-S506-A_S37_L001,161,0
DMPX_BM1-N701-A-S506-A_S37_L001,162,0
DMPX_BM1-N701-A-S506-A_S37_L001,163,0
DMPX_BM1-N701-A-S506-A_S37_L001,164,0
DMPX_BM1-N701-A-S506-A_S37_L001,165,0
DMPX_BM1-N701-A-S506-A_S37_L001,166,0
DMPX_BM1-N701-A-S506-A_S37_L001,167,0
DMPX_BM1-N701-A-S506-A_S37_L001,168,0
DMPX_BM1-N701-A-S506-A_S37_L001,169,0
DMPX_BM1-N701-A-S506-A_S37_L001,170,0
DMPX_BM1-N701-A-S506-A_S37_L001,171,0
DMPX_BM1-N701-A-S506-A_S37_L001,172,2
DMPX_BM1-N701-A-S506-A_S37_L001,173,0
DMPX_BM1-N701-A-S506-A_S37_L001,174,0
DMPX_BM1-N701-A-S506-A_S37_L001,175,0
DMPX_BM1-N701-A-S506-A_S37_L001,176,0
DMPX_BM1-N701-A-S506-A_S37_L001,177,0
DMPX_BM1-N701-A-S506-A_S37_L001,178,0
DMPX_BM1-N701-A-S506-A_S37_L001,179,0
DMPX_BM1-N701-A-S506-A_S37_L001,180,0
DMPX_BM1-N701-A-S506-A_S37_L001,181,0
DMPX_BM1-N701-A-S506-A_S37_L001,182,0
DMPX_BM1-N701-A-S506-A_S37_L001,183,0
DMPX_BM1-N701-A-S506-A_S37_L001,184,0
DMPX_BM1-N701-A-S506-A_S37_L001,185,0
DMPX_BM1-N701-A-S506-A_S37_L001,186,0
DMPX_BM1-N701-A-S506-A_S37_L001,187,0
DMPX_BM1-N701-A-S506-A_S37_L001,188,0
DMPX_BM1-N701-A-S506-A_S37_L001,189,0
DMPX_BM1-N701-A-S506-A_S37_L001,190,0
DMPX_BM1-N701-A-S506-A_S37_L001,191,0
DMPX_BM1-N701-A-S506-A_S37_L001,192,0
DMPX_BM1-N701-A-S506-A_S37_L001,193,0
DMPX_BM1-N701-A-S506-A_S37_L001,194,0
DMPX_BM1-N701-A-S506-A_S37_L001,195,0
DMPX_BM1-N701-A-S506-A_S37_L001,196,0
DMPX_BM1-N701-A-S506-A_S37_L001,197,0
DMPX_BM1-N701-A-S506-A_S37_L001,198,0
DMPX_BM1-N701-A-S506-A_S37_L001,199,0
DMPX_BM1-N701-A-S506-A_S37_L001,200,0
DMPX_BM1-N701-A-S507-A_S49_L001,1,0
DMPX_BM1-N701-A-S507-A_S49_L001,2,0
DMPX_BM1-N701-A-S507-A_S49_L001,3,0
DMPX_BM1-N701-A-S507-A_S49_L001,4,3
DMPX_BM1-N701-A-S507-A_S49_L001,5,4
DMPX_BM1-N701-A-S507-A_S49_L001,6,4
DMPX_BM1-N701-A-S507-A_S49_L001,7,7
DMPX_BM1-N701-A-S507-A_S49_L001,8,5
DMPX_BM1-N701-A-S507-A_S49_L001,9,3
DMPX_BM1-N701-A-S507-A_S49_L001,10,17
DMPX_BM1-N701-A-S507-A_S49_L001,11,17
DMPX_BM1-N701-A-S507-A_S49_L001,12,24
DMPX_BM1-N701-A-S507-A_S49_L001,13,37
DMPX_BM1-N701-A-S507-A_S49_L001,14,113
DMPX_BM1-N701-A-S507-A_S49_L001,15,683
DMPX_BM1-N701-A-S507-A_S49_L001,16,4442
DMPX_BM1-N701-A-S507-A_S49_L001,17,21894
DMPX_BM1-N701-A-S507-A_S49_L001,18,302
DMPX_BM1-N701-A-S507-A_S49_L001,19,51
DMPX_BM1-N701-A-S507-A_S49_L001,20,45
DMPX_BM1-N701-A-S507-A_S49_L001,21,24
DMPX_BM1-N701-A-S507-A_S49_L001,22,20
DMPX_BM1-N701-A-S507-A_S49_L001,23,27
DMPX_BM1-N701-A-S507-A_S49_L001,24,26
DMPX_BM1-N701-A-S507-A_S49_L001,25,31
DMPX_BM1-N701-A-S507-A_S49_L001,26,19
DMPX_BM1-N701-A-S507-A_S49_L001,27,22
DMPX_BM1-N701-A-S507-A_S49_L001,28,20
DMPX_BM1-N701-A-S507-A_S49_L001,29,32
DMPX_BM1-N701-A-S507-A_S49_L001,30,23
DMPX_BM1-N701-A-S507-A_S49_L001,31,35
DMPX_BM1-N701-A-S507-A_S49_L001,32,50
DMPX_BM1-N701-A-S507-A_S49_L001,33,66
DMPX_BM1-N701-A-S507-A_S49_L001,34,76
DMPX_BM1-N701-A-S507-A_S49_L001,35,89
DMPX_BM1-N701-A-S507-A_S49_L001,36,109
DMPX_BM1-N701-A-S507-A_S49_L001,37,138
DMPX_BM1-N701-A-S507-A_S49_L001,38,290
DMPX_BM1-N701-A-S507-A_S49_L001,39,592
DMPX_BM1-N701-A-S507-A_S49_L001,40,1514
DMPX_BM1-N701-A-S507-A_S49_L001,41,3954
DMPX_BM1-N701-A-S507-A_S49_L001,42,9366
DMPX_BM1-N701-A-S507-A_S49_L001,43,14855
DMPX_BM1-N701-A-S507-A_S49_L001,44,4381
DMPX_BM1-N701-A-S507-A_S49_L001,45,1120
DMPX_BM1-N701-A-S507-A_S49_L001,46,564
DMPX_BM1-N701-A-S507-A_S49_L001,47,204
DMPX_BM1-N701-A-S507-A_S49_L001,48,42
DMPX_BM1-N701-A-S507-A_S49_L001,49,6
DMPX_BM1-N701-A-S507-A_S49_L001,50,6
DMPX_BM1-N701-A-S507-A_S49_L001,51,2
DMPX_BM1-N701-A-S507-A_S49_L001,52,2
DMPX_BM1-N701-A-S507-A_S49_L001,53,5
DMPX_BM1-N701-A-S507-A_S49_L001,54,2
DMPX_BM1-N701-A-S507-A_S49_L001,55,1
DMPX_BM1-N701-A-S507-A_S49_L001,56,1
DMPX_BM1-N701-A-S507-A_S49_L001,57,1
DMPX_BM1-N701-A-S507-A_S49_L001,58,2
DMPX_BM1-N701-A-S507-A_S49_L001,59,1
DMPX_BM1-N701-A-S507-A_S49_L001,60,2
DMPX_BM1-N701-A-S507-A_S49_L001,61,2
DMPX_BM1-N701-A-S507-A_S49_L001,62,1
DMPX_BM1-N701-A-S507-A_S49_L001,63,2
DMPX_BM1-N701-A-S507-A_S49_L001,64,0
DMPX_BM1-N701-A-S507-A_S49_L001,65,0
DMPX_BM1-N701-A-S507-A_S49_L001,66,0
DMPX_BM1-N701-A-S507-A_S49_L001,67,0
DMPX_BM1-N701-A-S507-A_S49_L001,68,1
DMPX_BM1-N701-A-S507-A_S49_L001,69,1
DMPX_BM1-N701-A-S507-A_S49_L001,70,0
DMPX_BM1-N701-A-S507-A_S49_L001,71,1
DMPX_BM1-N701-A-S507-A_S49_L001,72,0
DMPX_BM1-N701-A-S507-A_S49_L001,73,0
DMPX_BM1-N701-A-S507-A_S49_L001,74,1
DMPX_BM1-N701-A-S507-A_S49_L001,75,1
DMPX_BM1-N701-A-S507-A_S49_L001,76,0
DMPX_BM1-N701-A-S507-A_S49_L001,77,0
DMPX_BM1-N701-A-S507-A_S49_L001,78,0
DMPX_BM1-N701-A-S507-A_S49_L001,79,0
DMPX_BM1-N701-A-S507-A_S49_L001,80,1
DMPX_BM1-N701-A-S507-A_S49_L001,81,0
DMPX_BM1-N701-A-S507-A_S49_L001,82,0
DMPX_BM1-N701-A-S507-A_S49_L001,83,0
DMPX_BM1-N701-A-S507-A_S49_L001,84,0
DMPX_BM1-N701-A-S507-A_S49_L001,85,0
DMPX_BM1-N701-A-S507-A_S49_L001,86,0
